gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000024553	Galr1	protein_coding	galanin receptor 1	9	chr18	82410505	82424902	14398	-
ENSMUSG00000041607	Mbp	protein_coding	myelin basic protein	18	chr18	82493271	82603762	110492	+
ENSMUSG00000041258	Zfp236	protein_coding	zinc finger protein 236	19	chr18	82611718	82711008	99291	-
ENSMUSG00000118012	Gm46620	lncRNA	predicted gene, 46620	2	chr18	82712412	82719461	7050	+
ENSMUSG00000117824	Gm50350	lncRNA	predicted gene, 50350	2	chr18	82720557	82724299	3743	+
ENSMUSG00000117842	Gm41793	lncRNA	predicted gene, 41793	2	chr18	82730920	82744304	13385	-
ENSMUSG00000117888	Gm50351	lncRNA	predicted gene, 50351	2	chr18	82736093	82738703	2611	+
ENSMUSG00000101773	2210420H20Rik	lncRNA	RIKEN cDNA 2210420H20 gene	2	chr18	82772630	82777166	4537	-
ENSMUSG00000118085	Gm50356	lncRNA	predicted gene, 50356	2	chr18	82776843	82780526	3684	+
ENSMUSG00000120537	Gm56500	lncRNA	predicted gene, 56500	1	chr18	82777758	82777917	160	-
ENSMUSG00000097738	4930445N18Rik	lncRNA	RIKEN cDNA 4930445N18 gene	3	chr18	82874019	82888729	14711	+
ENSMUSG00000117762	Gm30889	lncRNA	predicted gene, 30889	2	chr18	82920203	82923801	3599	+
ENSMUSG00000058881	Zfp516	protein_coding	zinc finger protein 516	14	chr18	82928788	83023439	94652	+
ENSMUSG00000118339	4930592I03Rik	lncRNA	RIKEN cDNA 4930592I03 gene	2	chr18	82936528	82938685	2158	-
ENSMUSG00000118094	Gm52988	lncRNA	predicted gene, 52988	2	chr18	83030028	83096980	66953	+
ENSMUSG00000117976	Gm50437	lncRNA	predicted gene, 50437	2	chr18	83030788	83039280	8493	-
ENSMUSG00000100430	1700095A13Rik	lncRNA	RIKEN cDNA 1700095A13 gene	3	chr18	83093433	83126015	32583	-
ENSMUSG00000118333	4921531P14Rik	lncRNA	RIKEN cDNA 4921531P14 gene	2	chr18	83310896	83344009	33114	-
ENSMUSG00000117783	Gm31265	lncRNA	predicted gene, 31265	2	chr18	83373710	83386270	12561	+
ENSMUSG00000117993	Gm31503	lncRNA	predicted gene, 31503	2	chr18	83379360	83389475	10116	-
ENSMUSG00000117715	Gm50413	lncRNA	predicted gene, 50413	2	chr18	83410683	83417746	7064	-
ENSMUSG00000118060	4933401L05Rik	lncRNA	RIKEN cDNA 4933401L05 gene	2	chr18	83435779	83441604	5826	-
ENSMUSG00000118387	Gm50415	lncRNA	predicted gene, 50415	2	chr18	83508539	83512542	4004	+
ENSMUSG00000118175	Gm50416	lncRNA	predicted gene, 50416	2	chr18	83514346	83543429	29084	-
ENSMUSG00000117658	Gm50417	lncRNA	predicted gene, 50417	2	chr18	83618513	83621227	2715	-
ENSMUSG00000118222	Gm50418	lncRNA	predicted gene, 50418	2	chr18	83642925	83644201	1277	+
ENSMUSG00000118200	Gm31621	lncRNA	predicted gene, 31621	3	chr18	83651568	83656210	4643	-
ENSMUSG00000118024	Gm50419	lncRNA	predicted gene, 50419	3	chr18	83825742	83846159	20418	-
ENSMUSG00000046982	Tshz1	protein_coding	teashirt zinc finger family member 1	12	chr18	84029752	84105831	76080	-
ENSMUSG00000120643	Gm56504	lncRNA	predicted gene, 56504	1	chr18	84104691	84104857	167	-
ENSMUSG00000049090	Zadh2	protein_coding	zinc binding alcohol dehydrogenase, domain containing 2	4	chr18	84106188	84115653	9466	+
ENSMUSG00000118225	Gm31854	lncRNA	predicted gene, 31854	2	chr18	84115785	84120391	4607	-
ENSMUSG00000117915	Gm50309	lncRNA	predicted gene, 50309	2	chr18	84128911	84130033	1123	-
ENSMUSG00000048410	Zfp407	protein_coding	zinc finger protein 407	18	chr18	84146152	84607850	461699	-
ENSMUSG00000118385	Gm50311	lncRNA	predicted gene, 50311	2	chr18	84221049	84227799	6751	+
ENSMUSG00000120353	Gm56492	lncRNA	predicted gene, 56492	1	chr18	84607916	84614997	7082	+
ENSMUSG00000056162	Cndp1	protein_coding	carnosine dipeptidase 1 (metallopeptidase M20 family)	15	chr18	84628634	84668220	39587	-
ENSMUSG00000117676	Gm50314	lncRNA	predicted gene, 50314	2	chr18	84643870	84659031	15162	+
ENSMUSG00000024644	Cndp2	protein_coding	CNDP dipeptidase 2 (metallopeptidase M20 family)	18	chr18	84685590	84703827	18238	-
ENSMUSG00000089760	D030046N08Rik	lncRNA	RIKEN cDNA D030046N08 gene	2	chr18	84737129	84738900	1772	-
ENSMUSG00000047992	Dipk1c	protein_coding	divergent protein kinase domain 1C	12	chr18	84737361	84758561	21201	+
ENSMUSG00000118075	Gm38576	lncRNA	predicted gene, 38576	2	chr18	84762192	84772376	10185	+
ENSMUSG00000117781	Gm17266	protein_coding	predicted gene, 17266	2	chr18	84816683	84854841	38159	-
ENSMUSG00000024646	Cyb5a	protein_coding	cytochrome b5 type A (microsomal)	15	chr18	84856829	84897996	41168	+
ENSMUSG00000089744	Gm16146	lncRNA	predicted gene 16146	3	chr18	84876042	84877711	1670	-
ENSMUSG00000034391	Fbxo15	protein_coding	F-box protein 15	13	chr18	84952907	84999598	46692	+
ENSMUSG00000024645	Timm21	protein_coding	translocase of inner mitochondrial membrane 21	6	chr18	84964316	84969649	5334	-
ENSMUSG00000118198	Gm50370	lncRNA	predicted gene, 50370	3	chr18	85089915	85101669	11755	+
ENSMUSG00000050321	Neto1	protein_coding	neuropilin (NRP) and tolloid (TLL)-like 1	4	chr18	86413077	86524843	111767	+
ENSMUSG00000117778	Gm50384	lncRNA	predicted gene, 50384	2	chr18	86489647	86492054	2408	-
ENSMUSG00000117736	Gm50386	lncRNA	predicted gene, 50386	2	chr18	86620096	86637456	17361	+
ENSMUSG00000024647	Cbln2	protein_coding	cerebellin 2 precursor protein	15	chr18	86729235	86736408	7174	+
ENSMUSG00000069324	Bhmt1b	protein_coding	betaine--homocysteine S-methyltransferase 1B	7	chr18	87774410	87776275	1866	+
ENSMUSG00000118352	Gm50401	lncRNA	predicted gene, 50401	2	chr18	88627526	88676931	49406	+
ENSMUSG00000056153	Socs6	protein_coding	suppressor of cytokine signaling 6	16	chr18	88683348	88945605	262258	-
ENSMUSG00000023066	Rttn	protein_coding	rotatin	11	chr18	88989914	89149140	159227	+
ENSMUSG00000034028	Cd226	protein_coding	CD226 antigen	17	chr18	89195091	89290353	95263	+
ENSMUSG00000073514	Dok6	protein_coding	docking protein 6	5	chr18	89310548	89787652	477105	-
ENSMUSG00000117805	Gm18280	lncRNA	predicted gene, 18280	2	chr18	90478118	90501584	23467	-
ENSMUSG00000024614	Tmx3	protein_coding	thioredoxin-related transmembrane protein 3	8	chr18	90528278	90561391	33114	+
ENSMUSG00000110277	Gm45871	protein_coding	predicted gene 45871	3	chr18	90597901	90610652	12752	+
ENSMUSG00000100969	1700030N03Rik	lncRNA	RIKEN cDNA 1700030N03 gene	8	chr19	3103071	3247732	144662	-
ENSMUSG00000117761	Gm50428	IG_V_pseudogene	predicted gene, 50428	2	chr19	3184645	3184959	315	+
ENSMUSG00000118182	Gm50427	IG_V_pseudogene	predicted gene, 50427	2	chr19	3192760	3193065	306	+
ENSMUSG00000118393	Gm50426	IG_V_pseudogene	predicted gene, 50426	2	chr19	3234959	3235273	315	+
ENSMUSG00000024831	Ighmbp2	protein_coding	immunoglobulin mu DNA binding protein 2	15	chr19	3309076	3333017	23942	-
ENSMUSG00000024829	Mrpl21	protein_coding	mitochondrial ribosomal protein L21	13	chr19	3332901	3342837	9937	+
ENSMUSG00000024900	Cpt1a	protein_coding	carnitine palmitoyltransferase 1a, liver	6	chr19	3372334	3435733	63400	+
ENSMUSG00000024905	Tesmin	protein_coding	testis expressed metallothionein like	16	chr19	3438857	3457823	18967	+
ENSMUSG00000024907	Gal	protein_coding	galanin and GMAP prepropeptide	8	chr19	3459915	3464544	4630	-
ENSMUSG00000024908	Ppp6r3	protein_coding	protein phosphatase 6, regulatory subunit 3	16	chr19	3504928	3625749	120822	-
ENSMUSG00000114315	Gm48696	lncRNA	predicted gene, 48696	2	chr19	3536090	3538014	1925	+
ENSMUSG00000114302	Gm48683	lncRNA	predicted gene, 48683	2	chr19	3577104	3578613	1510	+
ENSMUSG00000024913	Lrp5	protein_coding	low density lipoprotein receptor-related protein 5	17	chr19	3634828	3736564	101737	-
ENSMUSG00000118249	Gm36608	lncRNA	predicted gene, 36608	2	chr19	3739686	3758176	18491	-
ENSMUSG00000035372	1810055G02Rik	protein_coding	RIKEN cDNA 1810055G02 gene	3	chr19	3758293	3767881	9589	+
ENSMUSG00000117739	Gm36787	lncRNA	predicted gene, 36787	2	chr19	3763044	3769573	6530	-
ENSMUSG00000117773	Gm50375	lncRNA	predicted gene, 50375	2	chr19	3790225	3792537	2313	-
ENSMUSG00000045098	Kmt5b	protein_coding	lysine methyltransferase 5B	20	chr19	3817421	3868303	50883	+
ENSMUSG00000082848	Gm16066	lncRNA	predicted gene 16066	2	chr19	3848615	3902419	53805	-
ENSMUSG00000024843	Chka	protein_coding	choline kinase alpha	16	chr19	3901773	3944369	42597	+
ENSMUSG00000117912	Gm50383	lncRNA	predicted gene, 50383	2	chr19	3913568	3917673	4106	-
ENSMUSG00000001750	Tcirg1	protein_coding	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	17	chr19	3946050	3957133	11084	-
ENSMUSG00000059734	Ndufs8	protein_coding	NADH:ubiquinone oxidoreductase core subunit S8	8	chr19	3958863	3962774	3912	-
ENSMUSG00000024885	Aldh3b1	protein_coding	aldehyde dehydrogenase 3 family, member B1	10	chr19	3963491	3979808	16318	-
ENSMUSG00000036908	Unc93b1	protein_coding	unc-93 homolog B1, TLR signaling regulator	18	chr19	3985186	3999340	14155	+
ENSMUSG00000037263	Aldh3b3	protein_coding	aldehyde dehydrogenase 3 family, member B3	14	chr19	4008645	4022103	13459	+
ENSMUSG00000075296	Aldh3b2	protein_coding	aldehyde dehydrogenase 3 family, member B2	6	chr19	4022328	4031646	9319	+
ENSMUSG00000024866	Acy3	protein_coding	aspartoacylase (aminoacylase) 3	11	chr19	4036570	4040007	3438	+
ENSMUSG00000037477	Tbx10	protein_coding	T-box 10	9	chr19	4042752	4049512	6761	+
ENSMUSG00000118132	4833408A19Rik	lncRNA	RIKEN cDNA 4833408A19 gene	2	chr19	4049548	4050542	995	-
ENSMUSG00000110949	Nudt8	protein_coding	nudix hydrolase 8	2	chr19	4050580	4052103	1524	+
ENSMUSG00000086107	Gm16312	lncRNA	predicted gene 16312	2	chr19	4050758	4051232	475	-
ENSMUSG00000024871	Doc2g	protein_coding	double C2, gamma	12	chr19	4053313	4057005	3693	+
ENSMUSG00000037916	Ndufv1	protein_coding	NADH:ubiquinone oxidoreductase core subunit V1	15	chr19	4057384	4062806	5423	-
ENSMUSG00000060803	Gstp1	protein_coding	glutathione S-transferase, pi 1	7	chr19	4085407	4087985	2579	-
ENSMUSG00000038155	Gstp2	protein_coding	glutathione S-transferase, pi 2	12	chr19	4090285	4096023	5739	-
ENSMUSG00000058216	Gstp3	protein_coding	glutathione S-transferase pi 3	14	chr19	4107477	4109569	2093	-
ENSMUSG00000024857	Cabp2	protein_coding	calcium binding protein 2	17	chr19	4131578	4137340	5763	+
ENSMUSG00000024856	Cdk2ap2	protein_coding	CDK2-associated protein 2	11	chr19	4147182	4149019	1838	+
ENSMUSG00000024851	Pitpnm1	protein_coding	phosphatidylinositol transfer protein, membrane-associated 1	15	chr19	4149998	4163965	13968	+
ENSMUSG00000024847	Aip	protein_coding	aryl-hydrocarbon receptor-interacting protein	16	chr19	4164446	4175858	11413	-
ENSMUSG00000024845	Tmem134	protein_coding	transmembrane protein 134	20	chr19	4175934	4182306	6373	+
ENSMUSG00000024842	Cabp4	protein_coding	calcium binding protein 4	9	chr19	4185422	4194032	8611	-
ENSMUSG00000044724	Gpr152	protein_coding	G protein-coupled receptor 152	10	chr19	4189786	4195739	5954	+
ENSMUSG00000024835	Coro1b	protein_coding	coronin, actin binding protein 1B	16	chr19	4198618	4204034	5417	+
ENSMUSG00000045826	Ptprcap	protein_coding	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	10	chr19	4203603	4206750	3148	+
ENSMUSG00000024830	Rps6kb2	protein_coding	ribosomal protein S6 kinase, polypeptide 2	18	chr19	4203990	4213353	9364	-
ENSMUSG00000075289	Carns1	protein_coding	carnosine synthase 1	6	chr19	4214323	4225478	11156	-
ENSMUSG00000097233	Gm17552	lncRNA	predicted gene, 17552	2	chr19	4219565	4224283	4719	+
ENSMUSG00000040247	Tbc1d10c	protein_coding	TBC1 domain family, member 10c	7	chr19	4233410	4241283	7874	-
ENSMUSG00000040385	Ppp1ca	protein_coding	protein phosphatase 1 catalytic subunit alpha	8	chr19	4242064	4245419	3356	+
ENSMUSG00000117839	Gm50251	lncRNA	predicted gene, 50251	2	chr19	4242108	4242781	674	-
ENSMUSG00000024824	Rad9a	protein_coding	RAD9 checkpoint clamp component A	8	chr19	4245195	4251661	6467	-
ENSMUSG00000118245	Gm30082	lncRNA	predicted gene, 30082	3	chr19	4251749	4253242	1494	+
ENSMUSG00000040663	Clcf1	protein_coding	cardiotrophin-like cytokine factor 1	10	chr19	4264292	4273544	9253	+
ENSMUSG00000024854	Pold4	protein_coding	polymerase (DNA-directed), delta 4	5	chr19	4281953	4283688	1736	+
ENSMUSG00000117718	1500032F14Rik	lncRNA	RIKEN cDNA 1500032F14 gene	3	chr19	4304059	4307705	3647	-
ENSMUSG00000034616	Ssh3	protein_coding	slingshot protein phosphatase 3	18	chr19	4311696	4319208	7513	-
ENSMUSG00000005986	Ankrd13d	protein_coding	ankyrin repeat domain 13 family, member D	17	chr19	4320208	4333165	12958	-
ENSMUSG00000118344	Gm50152	lncRNA	predicted gene, 50152	2	chr19	4324015	4325671	1657	+
ENSMUSG00000024858	Grk2	protein_coding	G protein-coupled receptor kinase 2	15	chr19	4336029	4356250	20222	-
ENSMUSG00000120891	Gm56666	lncRNA	predicted gene, 56666	1	chr19	4345653	4346060	408	+
ENSMUSG00000054611	Kdm2a	protein_coding	lysine (K)-specific demethylase 2A	18	chr19	4364447	4448313	83867	-
ENSMUSG00000041845	Rhod	protein_coding	ras homolog family member D	12	chr19	4475487	4489460	13974	-
ENSMUSG00000087132	A930001C03Rik	lncRNA	RIKEN cDNA A930001C03 gene	10	chr19	4489031	4499001	9971	+
ENSMUSG00000049303	Syt12	protein_coding	synaptotagmin XII	11	chr19	4495936	4527475	31540	-
ENSMUSG00000042041	2010003K11Rik	protein_coding	RIKEN cDNA 2010003K11 gene	8	chr19	4546816	4548611	1796	-
ENSMUSG00000024892	Pcx	protein_coding	pyruvate carboxylase	18	chr19	4560500	4671780	111281	+
ENSMUSG00000045045	Lrfn4	protein_coding	leucine rich repeat and fibronectin type III domain containing 4	8	chr19	4661813	4665695	3883	-
ENSMUSG00000024889	Rce1	protein_coding	Ras converting CAAX endopeptidase 1	6	chr19	4672619	4675669	3051	-
ENSMUSG00000071691	Gm960	protein_coding	predicted gene 960	12	chr19	4675762	4748696	72935	-
ENSMUSG00000067889	Sptbn2	protein_coding	spectrin beta, non-erythrocytic 2	8	chr19	4761195	4802388	41194	+
ENSMUSG00000033760	Rbm4b	protein_coding	RNA binding motif protein 4B	18	chr19	4806525	4817093	10569	+
ENSMUSG00000094936	Rbm4	protein_coding	RNA binding motif protein 4	9	chr19	4834321	4843929	9609	-
ENSMUSG00000006456	Rbm14	protein_coding	RNA binding motif protein 14	11	chr19	4850597	4861662	11066	-
ENSMUSG00000095913	Gm21844	lncRNA	predicted gene, 21844	2	chr19	4851540	4855812	4273	+
ENSMUSG00000034108	Ccs	protein_coding	copper chaperone for superoxide dismutase	7	chr19	4875394	4889360	13967	-
ENSMUSG00000067872	Ccdc87	protein_coding	coiled-coil domain containing 87	3	chr19	4889394	4892556	3163	+
ENSMUSG00000083282	Ctsf	protein_coding	cathepsin F	4	chr19	4905158	4910946	5789	+
ENSMUSG00000006457	Actn3	protein_coding	actinin alpha 3	5	chr19	4911244	4927937	16694	-
ENSMUSG00000006463	Zdhhc24	protein_coding	zinc finger, DHHC domain containing 24	14	chr19	4928696	4935425	6730	+
ENSMUSG00000006464	Bbs1	protein_coding	Bardet-Biedl syndrome 1 (human)	10	chr19	4936906	4956656	19751	-
ENSMUSG00000063904	Dpp3	protein_coding	dipeptidylpeptidase 3	5	chr19	4957257	4978315	21059	-
ENSMUSG00000024901	Peli3	protein_coding	pellino 3	16	chr19	4979745	4993155	13411	-
ENSMUSG00000024902	Mrpl11	protein_coding	mitochondrial ribosomal protein L11	6	chr19	5012175	5017027	4853	+
ENSMUSG00000045903	Npas4	protein_coding	neuronal PAS domain protein 4	10	chr19	5034383	5040344	5962	-
ENSMUSG00000120130	Gm56640	lncRNA	predicted gene, 56640	1	chr19	5050127	5051876	1750	-
ENSMUSG00000120690	Gm56654	lncRNA	predicted gene, 56654	1	chr19	5073126	5074010	885	-
ENSMUSG00000024891	Slc29a2	protein_coding	solute carrier family 29 (nucleoside transporters), member 2	7	chr19	5073888	5082000	8113	+
ENSMUSG00000047379	B4gat1	protein_coding	beta-1,4-glucuronyltransferase 1	8	chr19	5088854	5091159	2306	+
ENSMUSG00000080268	Brms1	protein_coding	breast cancer metastasis-suppressor 1	5	chr19	5091382	5099945	8564	+
ENSMUSG00000024883	Rin1	protein_coding	Ras and Rab interactor 1	9	chr19	5100509	5107099	6591	+
ENSMUSG00000056481	Cd248	protein_coding	CD248 antigen, endosialin	8	chr19	5118106	5120710	2605	+
ENSMUSG00000061451	Tmem151a	protein_coding	transmembrane protein 151A	14	chr19	5120887	5135559	14673	-
ENSMUSG00000117893	Gm46658	lncRNA	predicted gene, 46658	2	chr19	5122257	5125285	3029	+
ENSMUSG00000024875	Yif1a	protein_coding	Yip1 interacting factor homolog A (S. cerevisiae)	6	chr19	5138566	5142909	4344	+
ENSMUSG00000024873	Cnih2	protein_coding	cornichon family AMPA receptor auxiliary protein 2	8	chr19	5142896	5148549	5654	-
ENSMUSG00000024870	Rab1b	protein_coding	RAB1B, member RAS oncogene family	7	chr19	5149233	5157100	7868	-
ENSMUSG00000024862	Klc2	protein_coding	kinesin light chain 2	17	chr19	5157774	5168588	10815	-
ENSMUSG00000117710	Gm10817	lncRNA	predicted gene 10817	2	chr19	5168066	5169357	1292	+
ENSMUSG00000024855	Pacs1	protein_coding	phosphofurin acidic cluster sorting protein 1	11	chr19	5183186	5323147	139962	-
ENSMUSG00000024853	Sf3b2	protein_coding	splicing factor 3b, subunit 2	11	chr19	5323960	5345483	21524	-
ENSMUSG00000118243	Gm50203	lncRNA	predicted gene, 50203	2	chr19	5345224	5346056	833	+
ENSMUSG00000047658	Gal3st3	protein_coding	galactose-3-O-sulfotransferase 3	7	chr19	5348359	5358766	10408	+
ENSMUSG00000118263	Gm42064	lncRNA	predicted gene, 42064	3	chr19	5355901	5357542	1642	-
ENSMUSG00000038498	Catsper1	protein_coding	cation channel, sperm associated 1	5	chr19	5385769	5394308	8540	+
ENSMUSG00000024846	Cst6	protein_coding	cystatin E/M	7	chr19	5394733	5399602	4870	-
ENSMUSG00000024844	Banf1	protein_coding	BAF nuclear assembly factor 1	16	chr19	5414666	5417196	2531	-
ENSMUSG00000024841	Eif1ad	protein_coding	eukaryotic translation initiation factor 1A domain containing	9	chr19	5416769	5421554	4786	+
ENSMUSG00000039148	Sart1	protein_coding	squamous cell carcinoma antigen recognized by T cells 1	6	chr19	5427551	5438731	11181	-
ENSMUSG00000117959	D330050I16Rik	lncRNA	RIKEN cDNA D330050I16 gene	2	chr19	5438364	5439629	1266	+
ENSMUSG00000039330	Tsga10ip	protein_coding	testis specific 10 interacting protein	6	chr19	5440077	5452554	12478	-
ENSMUSG00000120167	Gm56655	lncRNA	predicted gene, 56655	1	chr19	5456436	5456657	222	-
ENSMUSG00000086938	4930481A15Rik	lncRNA	RIKEN cDNA 4930481A15 gene	11	chr19	5456768	5472875	16108	+
ENSMUSG00000024914	Drap1	protein_coding	Dr1 associated protein 1 (negative cofactor 2 alpha)	17	chr19	5472833	5475007	2175	-
ENSMUSG00000047423	AI837181	protein_coding	expressed sequence AI837181	11	chr19	5475172	5477341	2170	+
ENSMUSG00000024912	Fosl1	protein_coding	fos-like antigen 1	7	chr19	5497575	5505974	8400	+
ENSMUSG00000095098	Ccdc85b	protein_coding	coiled-coil domain containing 85B	3	chr19	5503208	5507922	4715	-
ENSMUSG00000024911	Fibp	protein_coding	fibroblast growth factor (acidic) intracellular binding protein	8	chr19	5510643	5515079	4437	+
ENSMUSG00000024910	Ctsw	protein_coding	cathepsin W	6	chr19	5515071	5518535	3465	-
ENSMUSG00000024909	Efemp2	protein_coding	epidermal growth factor-containing fibulin-like extracellular matrix protein 2	16	chr19	5523982	5532545	8564	+
ENSMUSG00000024906	Mus81	protein_coding	MUS81 structure-specific endonuclease subunit	11	chr19	5532373	5538430	6058	-
ENSMUSG00000056201	Cfl1	protein_coding	cofilin 1, non-muscle	9	chr19	5540483	5545229	4747	+
ENSMUSG00000056185	Snx32	protein_coding	sorting nexin 32	6	chr19	5542263	5560566	18304	-
ENSMUSG00000100937	Nscme3l	protein_coding	NSE3 homolog, SMC5-SMC6 complex component like	2	chr19	5552795	5553815	1021	-
ENSMUSG00000024922	Ovol1	protein_coding	ovo like zinc finger 1	3	chr19	5599164	5610674	11511	-
ENSMUSG00000117861	1810058N15Rik	lncRNA	RIKEN cDNA 1810058N15 gene	2	chr19	5610288	5611705	1418	+
ENSMUSG00000049562	Ap5b1	protein_coding	adaptor-related protein complex 5, beta 1 subunit	7	chr19	5618053	5621289	3237	+
ENSMUSG00000024925	Rnaseh2c	protein_coding	ribonuclease H2, subunit C	12	chr19	5651901	5657047	5147	+
ENSMUSG00000024926	Kat5	protein_coding	K(lysine) acetyltransferase 5	11	chr19	5653042	5660265	7224	-
ENSMUSG00000120141	Gm56632	lncRNA	predicted gene, 56632	1	chr19	5686716	5687398	683	-
ENSMUSG00000024927	Rela	protein_coding	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	9	chr19	5687511	5698158	10648	+
ENSMUSG00000056917	Sipa1	protein_coding	signal-induced proliferation associated gene 1	14	chr19	5701213	5713735	12523	-
ENSMUSG00000054874	Pcnx3	protein_coding	pecanex homolog 3	13	chr19	5714663	5738936	24274	-
ENSMUSG00000004054	Map3k11	protein_coding	mitogen-activated protein kinase kinase kinase 11	10	chr19	5738770	5752893	14124	+
ENSMUSG00000118077	Gm50315	lncRNA	predicted gene, 50315	2	chr19	5739264	5740038	775	-
ENSMUSG00000024936	Kcnk7	protein_coding	potassium channel, subfamily K, member 7	9	chr19	5754395	5757137	2743	+
